Sentences,Frame
CITIZEN 'S Charter Minister William Waldegrave is today expected to announce a cash boost for the Government 's campaign to increase public awareness of science . ,Leadership
"Poland 's finance minister , Mr Leszek Balcerowicz , is imposing a harsh stabilisation programme . ",Leadership
"The BMA wrote to Scotland 's health minister , Lord Fraser , in December detailing its concerns . ",Leadership
"Iran 's Oil Minister Gholamreza Agazadeh urged on Sept. 16 that OPEC should "" seriously consider "" taking action to raise prices towards the current reference price of US$21 a barrel . ",Leadership
Friends of the Earth want legislation introduced which will make manufacturers put energy efficiency labels on their products and they are asking ministers to suggest such labels when they meet their European Community counterparts for green talks . ,Leadership
"Most leading ministers resigned , complaining of his dictatorial behaviour , and now form the parliamentary opposition . ",Leadership
"Garay , Finance Minister from December 1816 to September 1818 , was a friend of Jovellanos . ",Leadership
Sean MacBride was a government minister between 1948 and 1951 and later United Nations commissioner for Namibia . ,Leadership
"The French Foreign Minister Roland Dumas paid a visit to King Hassan of Morocco on Nov. 9 in an effort to repair bilateral relations , which had deteriorated seriously in recent weeks . ",Leadership
"President Elias Hrawi , Prime Minister Umar Karami and the president of the National Assembly , Hussain al-Hussaini , visited Damascus on Oct. 17 to attend the first session of the Lebanese-Syrian Supreme Council . ",Leadership
"Mr. Gonzalez and his colleagues , particularly the finance minister , Carlos Solchaga , are charged with having abandoned their socialist principles and with having become arrogant elitists who refuse even to go on television ( controlled by the state ) to face their accusers .",Leadership
"During the visit , Kelly informed First Vice Foreign Minister Kang So ( k Chu and Vice Foreign Minister Kim Kye Kwan that Washington was aware of a secret North Korean program to produce highly - enriched uranium ( HEU ) .",Leadership
Open sources reported that the Russian Minister of Atomic Energy confirmed that discussions over supplying Syria with a power plant and a desalination plant were taking place .,Leadership
"A Syria - EU trade accord hurdle was resolved in October with agreement on a WMD clause , subject to final approval by EU foreign ministers .",Leadership
"Sheikh Mohamed , who is also the Defense Minister of the United Arab Emirates , announced at the inauguration ceremony that `` we want to make Dubai a new trading center . ''",Leadership
"The minister , who has his own website , also said : `` I want Dubai to be the best place in the world for state-of-the-art technology companies . ''",Leadership
"Sheikh Mohammed , who is also the UAE Defence Minister , said during the launching ceremony `` we wish to make Dubai a center of modern economy '' .",Leadership
"The minister who has a personal website on the internet , further said that he wanted Dubai to become the best place in the world for the advanced ( hitech ) technological companies .",Leadership
"However , it has been reported that Hall is expected to meet Iraqi Health Minister Umid Medhat Mubarak and representatives of all international aid organizations working in Iraq .",Leadership
"The signatories , who were the Chinese viceroy from Canton and the minister plenipotentiary of the United States of America , put their names to a historic document - the first - ever treaty between the two countries .",Leadership
"Prime Minister Costas Karamanlis was to for an emergency meeting of the senior ministers in the country 's capital , Athens .",Leadership
Apart from the appointment of Edward Kirk to the post of Principal at Leeds in 1881 it was to be almost 100 years before deaf people once again became acceptable as teachers of deaf children . ,Leadership
"The academic registrar is normally a legally-qualified person who advises the principal at meetings of the major academic decision-making body ( sometimes called "" senate "" ) . ",Leadership
"It was largely due to his efforts , backed up by our management , Secretary and Principals at HQ that the Treasury was finally persuaded to sanction the necessary £4,500,000 to finance the expansion programme . ",Leadership
"` In the past , subject assessment varied a great deal "" explained Fiona Baikie , Assistant Principal at Telford College in Edinburgh , Scotland 's largest National Certificate centre . ",Leadership
"An article in The Times Educational Supplement on the same day talked of bitterness among college principals at CNAA treatment , and their turning to universities for approval . ",Leadership
"Father Philip Ursell , the principal of Pusey House , Oxford , told Dr Runcie of Dr Bennett 's suicide . ",Leadership
"These mysterious initials over one of the portals in Staple Inn stand for ` Principal John Thompson "" , Principal of the Inn in 1747 . ",Leadership
"Principals of colleges , their governors and education committee members and officers were invited . ",Leadership
"I was sitting between the principal of a college for policewomen and a rather saucy lady novelist . "" ",Leadership
"THE head of Northern Ireland 's first integrated secondary school , Lagan College , has been appointed principal of Rainey Endowed Grammar School in Magherafelt . ",Leadership
They merely collect orders and pass them back to their principal who fulfils the orders direct . ,Leadership
"Glasgow University 's principal , Sir William Fraser , has already expressed concern at the Secretary of State 's decision and has written seeking an explanation of the ruling . ",Leadership
"Andrew Davies 's Prin , a hit at the Lyric Hammersmith , moves to the Lyric , Shaftesbury Avenue , with Sheila Hancock still in command as a Sparkish college principal . ",Leadership
"Roger Cracknell , college principal , said : ` The change in status will bring a flexibility to be welcomed . ",Leadership
"Two youths in Texas had tried to kill the college principal , failed and poisoned themselves . ",Leadership
Loreto principal Sister Patricia Goodstadt said : ` We hope we can show the positive side of life in Hulme and Moss Side . ,Leadership
Top-level meetings were called in the summer in which university principals and State Education Commission officials discussed the problems on the campuses and possible solutions . ,Leadership
"The same was noticed by the senior civil servants themselves , who , almost without exception , had a high regard for the former assistant principal in the Ministry of Civil Aviation . ",Leadership
Completed application forms and both recommendations should reach the Principal by 9 May 1991 . ,Leadership
"I once complained to the principal about being cast as 89-year-old women all the time , and he said , ` My dear , that 's probably all you 'll ever play . ",Leadership
We feel that this may be helpful to Principals in deciding the appropriate action to take within their own colleges . ,Leadership
"-- Most important of all , schools should have principals with a large measure of authority over the faculty , the curriculum , and all matters of student discipline .",Leadership
Turkey seriously set about reform under Abdul Hamid and at last the sultan of Zanzibar abolished slavery in 1897 . ,Leadership
The Sultan of Jogjakarta annually gives the royal substances of his hair and fingernail cuttings to be deposited as placatory offerings in the crater of the great Merapi volcano . ,Leadership
He also successfully defended the island against an attempt by the sultan of Kedah in 1791 to reclaim it because of the failure by the East India Company to observe the defensive clause in the treaty of cession . ,Leadership
"` Twenty-six , "" said the Sultan of Brunei . ",Leadership
"Even the Chancellor of Oxford University , Roy Jenkins , has to wait outside on the steps of the Clarendon buildings on a cold November morning , when the Sultan of Brunei is in town . ",Leadership
"The mosque of the sixteenth-century Al-Ghouri , the last of the great Mameluk sultans , is in very poor condition : the minaret has moved and many areas of marble facing are loose . ",Leadership
Have you met the present Sultan in Cairo ? ,Leadership
""" I do n't want you to think that we eat like this every night , "" said the sultan with a smile ; indeed , we had seen him earlier in the day wearing well-cut Western clothes . ",Leadership
"Selim became sultan during the disastrous war with Russia and Austria , into which his predecessor , Abdülhamid I ( 1773–89 ) , had been precipitated by Potemkin 's seizure of the Crimea in 1783 . ",Leadership
"Nesbitt had met the Sultan on the outskirts of Aussa and been given permission to continue northwards across the lava desert to Eritrea , but was forbidden to enter Aussa , which remained unexplored . ",Leadership
"We were surprised that the sultan had even noticed our arrival , but the young courier who had taken us up to the guesthouse laughed . ",Leadership
